b0180	GO:0008693	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity
b3577	GO:0015144	carbohydrate transmembrane transporter activity,
b3575	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
b3575	GO:0047559	3-dehydro-L-gulonate 2-dehydrogenase activity
b3575	GO:0070403	NAD+ binding
b3579	GO:0030246	carbohydrate binding,
b3081	GO:0003959	NADPH dehydrogenase activity
b3081	GO:0008670	2,4-dienoyl-CoA reductase (NADPH) activity
b3081	GO:0010181	FMN binding
b3081	GO:0046872	metal ion binding
b3081	GO:0051539	4 iron, 4 sulfur cluster binding
b3081	GO:0071949	FAD binding
b3012	GO:0008106	alcohol dehydrogenase (NADP+) activity
b3012	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
b3012	GO:0050580	2,5-didehydrogluconate reductase activity
b0207	GO:0004033	aldo-keto reductase (NADP) activity
b0207	GO:0047681	aryl-alcohol dehydrogenase (NADP+) activity
b0207	GO:1990002	methylglyoxal reductase (NADPH-dependent, acetol producing)
b0613	GO:0005524	ATP binding
b0613	GO:0046917	triphosphoribosyl-dephospho-CoA synthase activity
b0142	GO:0000287	magnesium ion binding
b0142	GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity
b0142	GO:0005524	ATP binding
b0142	GO:0016301	kinase activity
b0419	GO:0016491	oxidoreductase activity,
b2842	GO:0008678	2-deoxy-D-gluconate 3-dehydrogenase activity
b2842	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
b2842	GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
b2842	GO:0047001	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase activity
b2842	GO:0051287	NAD binding
b3526	GO:0005524	ATP binding
b3526	GO:0008673	2-dehydro-3-deoxygluconokinase activity
b0425	GO:0008677	2-dehydropantoate 2-reductase activity
b0425	GO:0050661	NADP binding
b1727	GO:0000287	magnesium ion binding
b1727	GO:0003850	2-deoxyglucose-6-phosphatase activity
b1727	GO:0004346	glucose-6-phosphatase activity
b1727	GO:0016791	phosphatase activity
b1727	GO:0046872	metal ion binding
b1727	GO:0050308	sugar-phosphatase activity
b4381	GO:0004139	deoxyribose-phosphate aldolase activity
b4381	GO:0016829	lyase activity
b0349	GO:0016787	hydrolase activity
b0349	GO:0018771	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity
b0349	GO:0052823	2-hydroxy-6-oxonona-2,4,7-trienedioate hydrolase activity
b0074	GO:0003852	2-isopropylmalate synthase activity
b0074	GO:0003985	acetyl-CoA C-acetyltransferase activity
b0268	GO:0016829	lyase activity
b0268	GO:0042802	identical protein binding
b0268	GO:0043725	2-keto-3-deoxygluconate aldolase activity
b0268	GO:0047440	2-dehydro-3-deoxy-D-pentonate aldolase activity
b3909	GO:0005351	sugar:proton symporter activity
b3909	GO:0015649	2-keto-3-deoxygluconate:proton symporter activity
b2245	GO:0000287	magnesium ion binding
b2245	GO:0016151	nickel cation binding
b2245	GO:0016832	aldehyde-lyase activity
b0350	GO:0008684	2-oxopent-4-enoate hydratase activity
b0350	GO:0030145	manganese ion binding
b0350	GO:0042802	identical protein binding
b0334	GO:0003994	aconitate hydratase activity
b0334	GO:0047547	2-methylcitrate dehydratase activity
b0334	GO:0051537	2 iron, 2 sulfur cluster binding
b0333	GO:0004108	citrate (Si)-synthase activity
b0333	GO:0050440	2-methylcitrate synthase activity
b0331	GO:0000287	magnesium ion binding
b0331	GO:0046421	methylisocitrate lyase activity
b0331	GO:0046912	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer
b0662	GO:0004497	monooxygenase activity
b0662	GO:0005515	protein binding
b0662	GO:0008682	2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity
b0662	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
b0662	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
b0662	GO:0071949	FAD binding
b2907	GO:0004497	monooxygenase activity
b2907	GO:0008681	2-octaprenyl-6-methoxyphenol hydroxylase activity
b2907	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
b2907	GO:0071949	FAD binding
b2906	GO:0004497	monooxygenase activity
b2906	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
b2906	GO:0019168	2-octaprenylphenol hydroxylase activity
b2906	GO:0071949	FAD binding
b4477	GO:0008674	2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity,
b3693	GO:0005524	ATP binding
b3693	GO:0008671	2-dehydro-3-deoxygalactonokinase activity
b0726	GO:0000287	magnesium ion binding
b0726	GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity
b0726	GO:0005515	protein binding
b0726	GO:0030976	thiamine pyrophosphate binding
b0726	GO:0042802	identical protein binding
b2264	GO:0000287	magnesium ion binding
b2264	GO:0019142	2-hydroxyglutarate synthase activity
b2264	GO:0030145	manganese ion binding
b2264	GO:0030976	thiamine pyrophosphate binding
b2264	GO:0070204	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity
b2263	GO:0016787	hydrolase activity
b2263	GO:0070205	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase activity
b2806	GO:0070677	rRNA (cytosine-2'-O-)-methyltransferase activity,
b3179	GO:0008650	rRNA (uridine-2'-O-)-methyltransferase activity,
b1822	GO:0008270	zinc ion binding
b1822	GO:0008989	rRNA (guanine-N1-)-methyltransferase activity
b1822	GO:0052911	23S rRNA (guanine(745)-N(1))-methyltransferase activity
b3084	GO:0003676	nucleic acid binding
b3084	GO:0052916	23S rRNA (guanine(1835)-N(2))-methyltransferase activity
b0948	GO:0003723	RNA binding
b0948	GO:0005515	protein binding
b0948	GO:0008990	rRNA (guanine-N2-)-methyltransferase activity
b0948	GO:0052915	23S rRNA (guanine(2445)-N(2))-methyltransferase activity
b0948	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
b0636	GO:0042803	protein homodimerization activity
b0636	GO:0043022	ribosome binding
b0636	GO:0070038	rRNA (pseudouridine-N3-)-methyltransferase activity
b0967	GO:0003723	RNA binding
b0967	GO:0009383	rRNA (cytosine-C5-)-methyltransferase activity
b0967	GO:0016434	rRNA (cytosine) methyltransferase activity
b2785	GO:0003723	RNA binding
b2785	GO:0005506	iron ion binding
b2785	GO:0051539	4 iron, 4 sulfur cluster binding
b2785	GO:0070041	rRNA (uridine-C5-)-methyltransferase activity
b0859	GO:0005506	iron ion binding
b0859	GO:0016436	rRNA (uridine) methyltransferase activity
b0859	GO:0051539	4 iron, 4 sulfur cluster binding
b0859	GO:0070041	rRNA (uridine-C5-)-methyltransferase activity
b0807	GO:0052907	23S rRNA (adenine(1618)-N(6))-methyltransferase activity,
b3499	GO:0003723	RNA binding
b3499	GO:0008988	rRNA (adenine-N6-)-methyltransferase activity
b3499	GO:0036307	23S rRNA (adenine(2030)-N(6))-methyltransferase activity
b4180	GO:0003723	RNA binding
b4180	GO:0070039	rRNA (guanosine-2'-O-)-methyltransferase activity
b2594	GO:0003723	RNA binding
b2594	GO:0005515	protein binding
b2594	GO:0009982	pseudouridine synthase activity
b1135	GO:0003723	RNA binding
b1135	GO:0009982	pseudouridine synthase activity
b4022	GO:0003723	RNA binding
b4022	GO:0009982	pseudouridine synthase activity
b1269	GO:0003723	RNA binding
b1269	GO:0005515	protein binding
b1269	GO:0009982	pseudouridine synthase activity
b1086	GO:0003723	RNA binding
b1086	GO:0009982	pseudouridine synthase activity
b2746	GO:0008270	zinc ion binding
b2746	GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity
b2746	GO:0030145	manganese ion binding
b2746	GO:0042802	identical protein binding
b2746	GO:0046872	metal ion binding
b4214	GO:0000287	magnesium ion binding
b4214	GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity
b3032	GO:0000166	nucleotide binding
b3032	GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity
b3032	GO:0008198	ferrous iron binding
b3041	GO:0000287	magnesium ion binding
b3041	GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity
b3041	GO:0030145	manganese ion binding
b3041	GO:0042802	identical protein binding
b0347	GO:0004497	monooxygenase activity
b0347	GO:0008688	3-(3-hydroxyphenyl)propionate hydroxylase activity
b0347	GO:0071949	FAD binding
b1693	GO:0003855	3-dehydroquinate dehydratase activity
b1693	GO:0042802	identical protein binding
b3389	GO:0003856	3-dehydroquinate synthase activity
b3389	GO:0005515	protein binding
b3389	GO:0008270	zinc ion binding
b3389	GO:0070403	NAD+ binding
b0754	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity
b0754	GO:0042802	identical protein binding
b1704	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity
b1704	GO:0005515	protein binding
b1704	GO:0042802	identical protein binding
b2601	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity
b2601	GO:0042802	identical protein binding
b3198	GO:0008781	N-acylneuraminate cytidylyltransferase activity
b3198	GO:0019143	3-deoxy-manno-octulosonate-8-phosphatase activity
b3198	GO:0046872	metal ion binding
b1215	GO:0008676	3-deoxy-8-phosphooctulonate synthase activity,
b3633	GO:0016740	transferase activity,
b0918	GO:0000287	magnesium ion binding
b0918	GO:0005515	protein binding
b0918	GO:0008690	3-deoxy-manno-octulosonate cytidylyltransferase activity
b1395	GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity
b1395	GO:0008691	3-hydroxybutyryl-CoA dehydrogenase activity
b0353	GO:0015293	symporter activity
b0353	GO:0015540	3-hydroxyphenyl propionate:hydrogen ion symporter activity
b0072	GO:0003861	3-isopropylmalate dehydratase activity
b0072	GO:0005515	protein binding
b0072	GO:0016836	hydro-lyase activity
b0072	GO:0016866	intramolecular transferase activity
b0072	GO:0046872	metal ion binding
b0072	GO:0051539	4 iron, 4 sulfur cluster binding
b0071	GO:0003861	3-isopropylmalate dehydratase activity
b0071	GO:0005515	protein binding
b0071	GO:0016866	intramolecular transferase activity
b0073	GO:0000287	magnesium ion binding
b0073	GO:0003862	3-isopropylmalate dehydrogenase activity
b0073	GO:0030145	manganese ion binding
b0073	GO:0046872	metal ion binding
b0073	GO:0051287	NAD binding
b3581	GO:0004590	orotidine-5'-phosphate decarboxylase activity
b3581	GO:0033982	3-dehydro-L-gulonate-6-phosphate decarboxylase activity
b3581	GO:0046872	metal ion binding
b4196	GO:0000287	magnesium ion binding
b4196	GO:0004590	orotidine-5'-phosphate decarboxylase activity
b4196	GO:0033982	3-dehydro-L-gulonate-6-phosphate decarboxylase activity
b3845	GO:0003988	acetyl-CoA C-acyltransferase activity,
b2521	GO:0004792	thiosulfate sulfurtransferase activity
b2521	GO:0016784	3-mercaptopyruvate sulfurtransferase activity
b0134	GO:0000287	magnesium ion binding
b0134	GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity
b3549	GO:0008725	DNA-3-methyladenine glycosylase activity
b3549	GO:0046872	metal ion binding
b2068	GO:0003905	alkylbase DNA N-glycosylase activity
b2068	GO:0008725	DNA-3-methyladenine glycosylase activity
b2068	GO:0043916	DNA-7-methylguanine glycosylase activity
b2068	GO:0052821	DNA-7-methyladenine glycosylase activity
b2068	GO:0052822	DNA-3-methylguanine glycosylase activity
b2311	GO:0004659	prenyltransferase activity
b2311	GO:0008694	3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity
b3843	GO:0008694	3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity
b3843	GO:0010181	FMN binding
b3843	GO:0016491	oxidoreductase activity
b3843	GO:0042802	identical protein binding
b3843	GO:0046872	metal ion binding
b1093	GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity
b1093	GO:0042802	identical protein binding
b1093	GO:0046872	metal ion binding
b1093	GO:0050661	NADP binding
b1093	GO:0051287	NAD binding
b1093	GO:0102132	3-oxo-pimeloyl-[acp] methyl ester reductase activity
b2323	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity,
b1095	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity
b1095	GO:0005515	protein binding
b1095	GO:0033817	beta-ketoacyl-acyl-carrier-protein synthase II activity
b1091	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity
b1091	GO:0033818	beta-ketoacyl-acyl-carrier-protein synthase III activity
b1397	GO:0003988	acetyl-CoA C-acyltransferase activity
b1397	GO:0016740	transferase activity
b1397	GO:0033812	3-oxoadipyl-CoA thiolase activity
b2540	GO:0008695	3-phenylpropionate dioxygenase activity
b2540	GO:0046872	metal ion binding
b2540	GO:0051536	iron-sulfur cluster binding
b2540	GO:0051537	2 iron, 2 sulfur cluster binding
b2538	GO:0005506	iron ion binding
b2538	GO:0008695	3-phenylpropionate dioxygenase activity
b2538	GO:0051537	2 iron, 2 sulfur cluster binding
b2539	GO:0008695	3-phenylpropionate dioxygenase activity,
b4388	GO:0000287	magnesium ion binding
b4388	GO:0004647	phosphoserine phosphatase activity
b4388	GO:0016791	phosphatase activity
b0907	GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity
b0907	GO:0030170	pyridoxal phosphate binding
b3882	GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity
b3882	GO:0042802	identical protein binding
b3882	GO:0047577	4-hydroxybutyrate dehydrogenase activity
b3882	GO:0051287	NAD binding
b3882	GO:0061596	3-sulfolactaldehyde reductase activity
b0911	GO:0003723	RNA binding
b0911	GO:0003729	mRNA binding
b0911	GO:0003735	structural constituent of ribosome
b3321	GO:0000049	tRNA binding
b3321	GO:0001072	transcription antitermination factor activity, RNA binding
b3321	GO:0003735	structural constituent of ribosome
b3321	GO:0005515	protein binding
b3297	GO:0003735	structural constituent of ribosome
b3297	GO:0048027	mRNA 5'-UTR binding
b3297	GO:0070181	small ribosomal subunit rRNA binding
b3342	GO:0000049	tRNA binding
b3342	GO:0003735	structural constituent of ribosome
b3342	GO:0005515	protein binding
b3342	GO:0019843	rRNA binding
b3342	GO:0034336	misfolded RNA binding
b3298	GO:0000049	tRNA binding
b3298	GO:0003735	structural constituent of ribosome
b3298	GO:0019843	rRNA binding
b3307	GO:0003735	structural constituent of ribosome
b3307	GO:0019843	rRNA binding
b3165	GO:0003735	structural constituent of ribosome
b3165	GO:0019843	rRNA binding
b2609	GO:0003735	structural constituent of ribosome
b2609	GO:0004520	endodeoxyribonuclease activity
b2609	GO:0043566	structure-specific DNA binding
b3311	GO:0003735	structural constituent of ribosome
b3311	GO:0019843	rRNA binding
b3311	GO:0070181	small ribosomal subunit rRNA binding
b4202	GO:0003735	structural constituent of ribosome
b4202	GO:0005515	protein binding
b4202	GO:0048027	mRNA 5'-UTR binding
b4202	GO:0070181	small ribosomal subunit rRNA binding
b3316	GO:0000049	tRNA binding
b3316	GO:0003735	structural constituent of ribosome
b3316	GO:0019843	rRNA binding
b3316	GO:0044822	poly(A) RNA binding
b0169	GO:0003735	structural constituent of ribosome
b0169	GO:0005515	protein binding
b0169	GO:0008270	zinc ion binding
b0023	GO:0003735	structural constituent of ribosome
b0023	GO:0008073	ornithine decarboxylase inhibitor activity
b0023	GO:0070181	small ribosomal subunit rRNA binding
b3065	GO:0003735	structural constituent of ribosome,
b3314	GO:0003729	mRNA binding
b3314	GO:0003735	structural constituent of ribosome
b3314	GO:0019843	rRNA binding
b3296	GO:0000900	translation repressor activity, nucleic acid binding
b3296	GO:0003735	structural constituent of ribosome
b3296	GO:0005515	protein binding
b3296	GO:0019843	rRNA binding
b3296	GO:0048027	mRNA 5'-UTR binding
b3303	GO:0003735	structural constituent of ribosome
b3303	GO:0005515	protein binding
b3303	GO:0019843	rRNA binding
b4200	GO:0003735	structural constituent of ribosome
b4200	GO:0005515	protein binding
b4200	GO:0048027	mRNA 5'-UTR binding
b4200	GO:0070181	small ribosomal subunit rRNA binding
b3341	GO:0000049	tRNA binding
b3341	GO:0003729	mRNA binding
b3341	GO:0003735	structural constituent of ribosome
b3341	GO:0005515	protein binding
b3341	GO:0019843	rRNA binding
b3306	GO:0003735	structural constituent of ribosome
b3306	GO:0019843	rRNA binding
b3230	GO:0000049	tRNA binding
b3230	GO:0003735	structural constituent of ribosome
b3167	GO:0043024	ribosomal small subunit binding,
b3475	GO:0000287	magnesium ion binding
b3475	GO:0008897	holo-[acyl-carrier-protein] synthase activity
b3039	GO:0008198	ferrous iron binding
b3039	GO:0008270	zinc ion binding
b3039	GO:0050297	stizolobate synthase activity
b3416	GO:0004134	4-alpha-glucanotransferase activity,
b2257	GO:0000030	mannosyltransferase activity
b2257	GO:0016763	transferase activity, transferring pentosyl groups
b1096	GO:0004084	branched-chain-amino-acid transaminase activity
b1096	GO:0008696	4-amino-4-deoxychorismate lyase activity
b1096	GO:0030170	pyridoxal phosphate binding
b2662	GO:0003867	4-aminobutyrate transaminase activity
b2662	GO:0003992	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity
b2662	GO:0030170	pyridoxal phosphate binding
b2662	GO:0042802	identical protein binding
b2662	GO:0047298	(S)-3-amino-2-methylpropionate transaminase activity
b1302	GO:0003867	4-aminobutyrate transaminase activity
b1302	GO:0030170	pyridoxal phosphate binding
b1302	GO:0042802	identical protein binding
b1208	GO:0005524	ATP binding
b1208	GO:0050515	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
b2747	GO:0000287	magnesium ion binding
b2747	GO:0042802	identical protein binding
b2747	GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
b0029	GO:0042380	hydroxymethylbutenyl pyrophosphate reductase activity
b0029	GO:0046872	metal ion binding
b0029	GO:0051538	3 iron, 4 sulfur cluster binding
b0029	GO:0051745	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity
b0052	GO:0000287	magnesium ion binding
b0052	GO:0008270	zinc ion binding
b0052	GO:0042802	identical protein binding
b0052	GO:0050570	4-hydroxythreonine-4-phosphate dehydrogenase activity
b0052	GO:0050897	cobalt ion binding
b0052	GO:0051287	NAD binding
b0352	GO:0005515	protein binding
b0352	GO:0008701	4-hydroxy-2-oxovalerate aldolase activity
b0352	GO:0030145	manganese ion binding
b1461	GO:0016862	intramolecular oxidoreductase activity, interconverting keto- and enol-groups,
b3863	GO:0003677	DNA binding
b3863	GO:0003887	DNA-directed DNA polymerase activity
b3863	GO:0008408	3'-5' exonuclease activity
b3863	GO:0008409	5'-3' exonuclease activity
b0159	GO:0008782	adenosylhomocysteine nucleosidase activity
b0159	GO:0008930	methylthioadenosine nucleosidase activity
b2291	GO:0000166	nucleotide binding
b2291	GO:0008252	nucleotidase activity
b2291	GO:0042802	identical protein binding
b2291	GO:0050897	cobalt ion binding
b3941	GO:0004489	methylenetetrahydrofolate reductase (NAD(P)H) activity
b3941	GO:0071949	FAD binding
b0844	GO:0000287	magnesium ion binding
b0844	GO:0016791	phosphatase activity
b0844	GO:0043726	5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity
b3812	GO:0000287	magnesium ion binding
b3812	GO:0016791	phosphatase activity
b3812	GO:0043726	5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity
b0369	GO:0004655	porphobilinogen synthase activity
b0369	GO:0008270	zinc ion binding
b0369	GO:0046872	metal ion binding
b0908	GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity,
b2912	GO:0005515	protein binding
b2912	GO:0005524	ATP binding
b2912	GO:0030272	5-formyltetrahydrofolate cyclo-ligase activity
b4266	GO:0008874	gluconate 5-dehydrogenase activity,
b3741	GO:0005515	protein binding
b3741	GO:0016491	oxidoreductase activity
b3741	GO:0050660	flavin adenine dinucleotide binding
b4346	GO:0003677	DNA binding
b4346	GO:0003924	GTPase activity
b4346	GO:0005524	ATP binding
b4346	GO:0005525	GTP binding
b4346	GO:0015666	restriction endodeoxyribonuclease activity
b4346	GO:0016887	ATPase activity
b3829	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity
b3829	GO:0005515	protein binding
b3829	GO:0008270	zinc ion binding
b3829	GO:0008276	protein methyltransferase activity
b3829	GO:0008705	methionine synthase activity
b4092	GO:0008081	phosphoric diester hydrolase activity
b4092	GO:0030145	manganese ion binding
b1128	GO:0005515	protein binding
b1128	GO:0008198	ferrous iron binding
b1128	GO:0016706	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors
b0296	GO:0003735	structural constituent of ribosome,
b3984	GO:0000049	tRNA binding
b3984	GO:0003723	RNA binding
b3984	GO:0003735	structural constituent of ribosome
b3984	GO:0005515	protein binding
b3984	GO:0019843	rRNA binding
b3985	GO:0003735	structural constituent of ribosome
b3985	GO:0070180	large ribosomal subunit rRNA binding
b3983	GO:0003735	structural constituent of ribosome
b3983	GO:0005515	protein binding
b3983	GO:0019843	rRNA binding
b3983	GO:0070180	large ribosomal subunit rRNA binding
b3231	GO:0003729	mRNA binding
b3231	GO:0003735	structural constituent of ribosome
b3231	GO:0008270	zinc ion binding
b3310	GO:0003735	structural constituent of ribosome
b3310	GO:0005515	protein binding
b3310	GO:0070180	large ribosomal subunit rRNA binding
b3301	GO:0003735	structural constituent of ribosome
b3301	GO:0005515	protein binding
b3301	GO:0019843	rRNA binding
b3313	GO:0000049	tRNA binding
b3313	GO:0003735	structural constituent of ribosome
b3313	GO:0019843	rRNA binding
b3294	GO:0003735	structural constituent of ribosome,
b3304	GO:0003735	structural constituent of ribosome
b3304	GO:0008097	5S rRNA binding
b2606	GO:0003735	structural constituent of ribosome
b2606	GO:0019843	rRNA binding
b3317	GO:0003735	structural constituent of ribosome
b3317	GO:0005515	protein binding
b3317	GO:0008270	zinc ion binding
b3317	GO:0016740	transferase activity
b3317	GO:0019843	rRNA binding
b1716	GO:0000900	translation repressor activity, nucleic acid binding
b1716	GO:0003735	structural constituent of ribosome
b1716	GO:0019843	rRNA binding
b3186	GO:0003735	structural constituent of ribosome
b3186	GO:0019843	rRNA binding
b3315	GO:0003735	structural constituent of ribosome
b3315	GO:0005515	protein binding
b3315	GO:0019843	rRNA binding
b3318	GO:0000166	nucleotide binding
b3318	GO:0003735	structural constituent of ribosome
b3318	GO:0005515	protein binding
b3318	GO:0019843	rRNA binding
b3309	GO:0003735	structural constituent of ribosome
b3309	GO:0019843	rRNA binding
b2185	GO:0003735	structural constituent of ribosome
b2185	GO:0008097	5S rRNA binding
b3185	GO:0000049	tRNA binding
b3185	GO:0003735	structural constituent of ribosome
b3185	GO:0005515	protein binding
b3185	GO:0019843	rRNA binding
